ORIGIN,DEST,delayed,FL_COUNT,rate
SFO,MCO,1877,8767,21.40983232576708
SFO,MDW,2023,9070,22.304299889746417
SFO,MIA,2841,12491,22.744375950684493
SFO,MSP,3836,25084,15.29261680752671
SFO,MSY,633,3134,20.197830248883218
SFO,ORD,16743,73549,22.764415559694896
SFO,PDX,8865,43331,20.458793935058043
SFO,PHL,5402,25910,20.8490930142802
SFO,PHX,9806,50083,19.57949803326478
SFO,RDU,859,3843,22.35232890970596
SFO,SAN,16429,71214,23.069901985564638
SFO,SEA,15655,69425,22.549513863881888
SFO,SJC,1,1,100.0
SFO,SLC,8143,34400,23.671511627906977
SFO,STL,1645,6466,25.440767089390658
SFO,TPA,173,701,24.679029957203994
SJC,ATL,639,4766,13.407469576164498
SJC,AUS,1178,7578,15.544998680390604
SJC,BOS,615,2275,27.032967032967033
SJC,BWI,78,782,9.974424552429667
SJC,CLT,68,417,16.30695443645084
SJC,CVG,32,95,33.68421052631579
SJC,DAL,542,2389,22.687316868982837
SJC,DEN,3766,26267,14.337381505310844
SJC,DFW,2831,17612,16.07426754485578
SJC,DTW,4,38,10.526315789473683
SJC,EWR,297,1194,24.87437185929648
SJC,HOU,46,268,17.16417910447761
SJC,IAH,613,6580,9.316109422492401
SJC,JFK,941,3733,25.207607822126977
SJC,LAS,5269,31423,16.767972504216658
SJC,LAX,13490,64861,20.7983225667196
SJC,MCI,9,15,60.0
SJC,MCO,82,237,34.59915611814346
SJC,MDW,623,3877,16.06912561258705
SJC,MSP,551,5876,9.37712729748128
SJC,MSY,2,18,11.11111111111111
SJC,ORD,1406,8138,17.276972229048905
SJC,PDX,3315,23518,14.095586359384301
SJC,PHX,4791,35991,13.311661248645496
SJC,SAN,6715,38655,17.371620747639373
SJC,SEA,4838,34067,14.201426600522499
SJC,SLC,1512,17154,8.814270724029381
SJC,STL,32,268,11.940298507462686
SLC,ATL,3662,28364,12.910731913693413
SLC,AUS,859,6499,13.217418064317588
SLC,BNA,499,3492,14.289805269186711
SLC,BOS,1310,7329,17.8741983899577
SLC,BWI,1394,10140,13.747534516765286
SLC,CLT,682,4808,14.1846921797005
SLC,CVG,794,7367,10.777792860051582
SLC,DAL,167,1267,13.180741910023677
SLC,DCA,673,5198,12.947287418237785
SLC,DEN,13673,78383,17.443833484301443
SLC,DFW,4942,31689,15.595316986967086
SLC,DTW,1554,14635,10.618380594465322
SLC,EWR,1469,5252,27.970297029702973
SLC,FLL,188,1126,16.69626998223801
SLC,HOU,21,166,12.650602409638553
SLC,IAD,432,2580,16.74418604651163
SLC,IAH,3880,21827,17.77614880652403
SLC,JFK,3954,19520,20.25614754098361
SLC,LAS,6309,43580,14.47682423129876
SLC,LAX,9447,53904,17.525601068566342
SLC,LGA,2,21,9.523809523809524
SLC,MCI,963,7904,12.183704453441296
SLC,MCO,1424,9690,14.695562435500516
SLC,MDW,1125,7787,14.447155515602928
SLC,MIA,95,697,13.629842180774748
SLC,MSP,2167,18861,11.48931657918456
SLC,MSY,514,3537,14.532089341249646
SLC,OAK,3535,25880,13.65919629057187
SLC,ORD,6720,30906,21.7433508056688
SLC,PDX,3471,27272,12.72733939571722
SLC,PHL,972,5613,17.31694281133084
SLC,PHX,8159,59003,13.828110435062623
SLC,RDU,170,1402,12.125534950071327
SLC,SAN,2602,22144,11.7503612716763
SLC,SEA,5231,37010,14.134017833018103
SLC,SFO,8638,30921,27.935707124607873
SLC,SJC,1852,17175,10.78311499272198
SLC,STL,1152,7702,14.957153985977667
SLC,TPA,67,575,11.652173913043478
STL,ATL,6434,40060,16.06090863704443
STL,AUS,324,1762,18.388195232690123
STL,BNA,1362,7051,19.316409019997163
STL,BOS,1866,8417,22.169419032909587
STL,BWI,3018,14987,20.137452458797625
STL,CLT,1953,13698,14.25755584756899
STL,CVG,342,2621,13.048454788248758
STL,DAL,5688,25256,22.521381057966426
STL,DCA,3145,14763,21.303258145363408
STL,DEN,4429,23737,18.658634199772507
STL,DFW,4938,28667,17.225381100219764
STL,DTW,3023,16680,18.123501199040767
STL,EWR,6792,20427,33.25011014833309
STL,FLL,972,4859,20.004116073266104
STL,HOU,2789,13368,20.86325553560742
STL,IAD,123,598,20.5685618729097
STL,IAH,1794,9118,19.675367405132704
STL,JFK,515,1780,28.932584269662918
STL,LAS,2317,14920,15.529490616621983
STL,LAX,3070,16540,18.56106408706167
STL,LGA,5264,18945,27.785695434151492
STL,MCI,2646,14605,18.11708319068812
STL,MCO,2920,17242,16.935390325948266
STL,MDW,5613,28821,19.47538253356927
STL,MIA,1342,7463,17.982044754120327
STL,MSP,3670,21986,16.69244064404621
STL,MSY,961,4765,20.167890870933896
STL,OAK,147,910,16.153846153846153
STL,ORD,6166,30162,20.442941449505998
STL,PDX,272,1799,15.119510839355197
STL,PHL,2157,9041,23.8579803119124
STL,PHX,3308,21861,15.13197017519784
STL,RDU,1142,5138,22.226547294667185
STL,SAN,610,3588,17.001114827201782
STL,SEA,1178,6727,17.51152073732719
STL,SFO,1713,6440,26.59937888198758
STL,SJC,45,268,16.791044776119403
STL,SLC,965,7817,12.344889343738007
STL,TPA,1540,7999,19.25240655081885
TPA,ATL,10838,72550,14.93866299104066
TPA,AUS,587,3799,15.451434588049487
TPA,BNA,2320,13877,16.718310874108237
TPA,BOS,3408,15000,22.720000000000002
TPA,BWI,4695,27867,16.84788459468188
TPA,CLT,4023,30393,13.23660053301747
TPA,CVG,591,5384,10.976968796433878
TPA,DAL,631,3167,19.92421850331544
TPA,DCA,3382,21020,16.089438629876305
TPA,DEN,2654,17480,15.183066361556063
TPA,DFW,4350,25550,17.025440313111545
TPA,DTW,2279,19168,11.889607679465776
TPA,EWR,6132,24067,25.478871483774462
TPA,FLL,3855,22016,17.50999273255814
TPA,HOU,2125,12277,17.308788792050176
TPA,IAD,1597,11596,13.771990341497068
TPA,IAH,2598,18215,14.262970079604722
TPA,JFK,6153,26560,23.166415662650603
TPA,LAS,1086,7441,14.594812525198225
TPA,LAX,788,4543,17.34536649790887
TPA,LGA,4418,18146,24.346963518130718
TPA,MCI,957,5750,16.643478260869564
TPA,MCO,1,1,100.0
TPA,MDW,2830,16394,17.262413077955348
TPA,MIA,3546,21551,16.4539928541599
TPA,MSP,1394,10010,13.926073926073926
TPA,MSY,1861,11306,16.460286573500795
TPA,ORD,4253,23486,18.108660478582987
TPA,PHL,5353,26693,20.05394672760649
TPA,PHX,1811,11248,16.100640113798008
TPA,RDU,1725,10633,16.223079093388506
TPA,SAN,64,359,17.827298050139277
TPA,SEA,333,1681,19.80963712076145
TPA,SFO,91,700,13.0
TPA,SLC,49,575,8.521739130434783
TPA,STL,1457,8016,18.176147704590818
